"RSWKTag","url","language","year","title","publisher_city","publisher","singularTag","subject","schoollevel","titleAlt","author","schooltype"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN631883851",,"1918","Der @Weltkrieg","Leipzig","Voigtländer",,"Geschichtsunterricht","Sekundarstufe 1",,,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN631279377",,"1918","@","Leipzig","Quelle & Meyer","[]","Geschichtsunterricht","Sekundarstufe 1","Lehrbuch der Geschichte für höhere Lehranstalten",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN630937788",,"1918","Preußisch-deutsche Geschichte","Berlin","Weidmann","[]","Geschichtsunterricht","Sekundarstufe 1","Für die unteren Klassen",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN630635455",,"1918","Lebensbilder aus Sage und Geschichte","Leipzig [u.a.]","Kesselring","[]","Geschichtsunterricht","Sekundarstufe 1","Lehrbuch der Geschichte für Lyzeen",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN627446396",,"1918","Die @Neuzeit bis zum Tode Friedrichs des Großen","Leipzig","Hirt","[]","Geschichtsunterricht","Sekundarstufe 1","Leitfaden der Geschichte für Lyzeen und Höhere Mädchenschulen",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN622998870",,"1918","Bilder aus der deutschen Vorgeschichte","Berlin [u.a.]","Ehlermann","[]","Geschichtsunterricht","Sekundarstufe 1","Leitfaden für die Unterstufe des Geschichtsunterrichts an sächsischen Human- und Realgymnasien",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN622885235",,"1918","Das @Mittelalter","Leipzig","Voigtländer","[]","Geschichtsunterricht","Sekundarstufe 1","Lehrbuch der Geschichte für Lyzeen und höhere Mädchenschulen",,"Gymnasium"
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN821517929","ger","1917","Lesebuch für unterfränkische Fortbildungsschulen","München","Oldenbourg","[]","Realien","Berufliche Bildungsgänge",,,
"Deutschunterricht,Realschule,Grundschule,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN820279617","ger","1917",,"Bielefeld [u.a.]","Velhagen & Klasing","[]","Muttersprachlicher  Unterricht","Grundschule","Deutsches Lesebuch für Mädchen-Mittelschulen in fünf Teilen",,"Realschule"
"Deutschunterricht,Realschule,Grundschule,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN820278505","ger","1917",,"Bielefeld [u.a.]","Velhagen & Klasing","[]","Muttersprachlicher  Unterricht","Grundschule","Deutsches Lesebuch für Mädchen-Mittelschulen in fünf Teilen",,"Realschule"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN624723518",,"1911","@","Leipzig","Quelle & Meyer","[]","Geschichtsunterricht","Sekundarstufe 1","Lehrbuch der Geschichte für höhere Lehranstalten",,"Gymnasium"
"Geschichtsunterricht,Gymnasium,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN621647659",,"1911","Die @Neubildung der europäischen Kulturwelt durch Christentum und Germanentum","München","Oldenbourg",,"Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für die oberen Klassen der Gymnasien",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN621048615",,"1911","Ausgewählte Abschnitte aus Quellenschriften und hervorragenden Geschichtswerken nebst einer Einleitung über Geschichtsquellen","Leipzig","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für höhere Mädchenschulen",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN621045268",,"1911","Kurzer Abriß der Geschichte und Verfassung des Großherzogtums Hessen","Breslau","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Pfeifers Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN621044024",,"1911","Geschichte der Neuzeit von 1648 bis zur Gegenwart","Breslau","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Pfeifers Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN621043710",,"1911","Die @Hauptereignisse der römischen Kaiserzeit, Deutsche Geschichte bis zum Ende des Dreißigjährigen Krieges","Breslau","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Pfeifers Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN620984805",,"1911","Die @wichtigsten Begebenheiten der Neuzeit, insbesondere der preußisch-deutschen Geschichte seit 1648","Breslau","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Pfeifers Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN620984643",,"1911","Die @Hauptereignisse der römischen Kaiserzeit, Deutsche Geschichte bis zum Ende des Dreißigjährigen Krieges","Breslau","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Pfeifers Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN620984112",,"1911","Von 1648 bis zur Gegenwart","Leipzig","Quelle & Meyer","[]","Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN620983787",,"1911","Von 30 v. Chr. bis 1648 n. Chr.","Leipzig","Quelle & Meyer","[]","Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN620983531",,"1911","Altertum","Leipzig","Quelle & Meyer","[]","Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gkommeei.de/cms/ppnresolver/?PPN619673265",,"1911","Von den Anfängen der Germanen bis zum Ende des Dreißigjährigen Krieges","Leipzig","Teubner","[]","Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Höhere Schule,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN619462043",,"1911","Altertum und Mittelalter","Stuttgart","Bonz","[]","Geschichtsunterricht","Sekundarstufe 2","Lehrbuch der Geschichte für die oberen Klassen höherer Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN619089261",,"1911","Die @wichtigsten Begebenheiten der Neuzeit, insbesondere der preußisch-deutschen Geschichte seit 1648","Breslau","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Pfeifers Lehrbuch der Geschichte für höhere Lehranstalten",,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN619089024",,"1911","Die @Hauptereignisse der römischen Kaiserzeit, Deutsche Geschichte bis zum Ende des Dreißigjährigen Krieges","Breslau","Hirt","[]","Geschichtsunterricht","Sekundarstufe 2","Pfeifers Lehrbuch der Geschichte für höhere Lehranstalten",,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN832193925","ger","1910","Deutsche Prosa und Poesie","Halle a.S.","Schroedel","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch für Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN832077941","ger","1910",,"Hannover","Norddt. Verl.-Anst. Goedel","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch",,"Realschule"
"Geografieunterricht,Hamburg,Deutschland,Lehrmittel,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN823681939","ger","1910","Was uns das Gängeviertel erzählt","Hamburg","Selbstverl. Bund für Schulreform, Arbeitsgruppe für Heimatpflege",,"Geographieunterricht","Lehrmittel",,"Paul Broecker",
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN820651834","ger","1910","Siebentes und achtes Schuljahr","Halle a.S.","Schroedel","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch für Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN82065048X","ger","1910",,"Dortmund","Crüwell","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch für Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN820643459","ger","1910","Viertes, fünftes und sechstes Schuljahr","Halle a.S.","Schroedel","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch für Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN820317438","ger","1910","(Für das 8. und 9. Schuljahr)","Leipzig [u.a.]","Klinkhardt","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch für Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN820316687","ger","1910","(Für das 8. und 9. Schuljahr)","Leipzig [u.a.]","Klinkhardt","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch für Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Grundschule,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN820310034","ger","1910",,"Dortmund","Crüwell","[]","Muttersprachlicher  Unterricht","Grundschule","Deutsches Lesebuch für Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Grundschule,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN820301027","ger","1910","(Viertes und fünftes Schuljahr)","Frankfurt am Main","Diesterweg","[]","Muttersprachlicher  Unterricht","Grundschule","Deutsches Lesebuch für neunklassige Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Grundschule,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN820022306","ger","1910","(Zweites und drittes Schuljahr)","Frankfurt am Main","Diesterweg","[]","Muttersprachlicher  Unterricht","Grundschule","Deutsches Lesebuch für neunklassige Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Grundschule,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN819852279","ger","1910","(Für das 4. und 5. Schuljahr)","Leipzig [u.a.]","Klinkhardt","[]","Muttersprachlicher  Unterricht","Grundschule","Deutsches Lesebuch für Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Grundschule,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN819851213","ger","1910","(Für das 2. und 3. Schuljahr)","Leipzig [u.a.]","Klinkhardt","[]","Muttersprachlicher  Unterricht","Grundschule","Deutsches Lesebuch für Mittelschulen",,"Realschule"
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN819841463","ger","1910",,"Frankfurt a.M.","Auffarth","[]","Muttersprachlicher  Unterricht","Sekundarstufe 1","Deutsches Lesebuch für Mittelschulen",,"Realschule"
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN818346876","ger","1910","Gedichte","Berlin","Grote","[]","Muttersprachlicher  Unterricht","Sekundarstufe 2","Deutsches Lesebuch für höhere Mädchenschulen",,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN817847332","ger","1910","Deutsche Gedichte für die Oberstufe Höherer Mädchenschulen","Hannover","Norddt. Verl.-Anst. Goedel","[]","Muttersprachlicher  Unterricht","Sekundarstufe 2",,,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN817162062","ger","1910",,"Straßburg","Bull","[]","Muttersprachlicher  Unterricht","Sekundarstufe 2","Deutsches Lesebuch für höhere Schulen",,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN816847835","ger","1910",,"Leipzig [u.a.]","Teubner","[]","Muttersprachlicher  Unterricht","Sekundarstufe 2","Deutsches Lesebuch für den Unterricht in der Literaturkunde",,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN816590044","ger","1910","Neues Realienbuch für Schule und Haus","Bochum","Westfäl. Verl.- und Lehrmittel-Anst.","[]","Realien","Sekundarstufe 1",,,
"Sozialkundeunterricht,Politischer Unterricht,Berufsbildende Schule,Deutschland,Lehrmittel,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN816097844","ger","1910","Staats- und Wirtschaftslehre","Vohwinkel","Selbstverl. H. Jösting","[]","Sozialkundeunterricht","Berufliche Bildungsgänge","Betriebs-, Staats- und Wirtschaftslehre",,
"Sozialkundeunterricht,Politischer Unterricht,Berufsbildende Schule,Deutschland,Lehrmittel,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN816092877","ger","1910","Bürgerkunde und Volkswirtschaftslehre","Leipzig","Voigtländer","[]","Sozialkundeunterricht","Berufliche Bildungsgänge",,,
"Sozialkundeunterricht,Politischer Unterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN815809662","ger","1910","Bürgerkunde für höhere Schulen des Königreichs Sachsen","Leipzig","Dürr","[]","Sozialkundeunterricht","Sekundarstufe 1",,,"Gymnasium"
"Sozialkundeunterricht,Politischer Unterricht,Sekundarstufe 2,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN815805489","ger","1910","Bürgerkunde für die höheren Schulen Deutschlands","Leipzig","Quelle & Meyer","[]","Sozialkundeunterricht","Sekundarstufe 2",,,
"Politischer Unterricht,Sozialkundeunterricht,Fortbildungsschule,Berufsbildende Schule,Sekundarstufe 2,Selbstunterricht,Deutschland,Lehrmittel,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN815801092","ger","1910","Staats- und Bürgerkunde","Wittenberg","Herrosé",,"Sozialkundeunterricht","Tertiärbereich",,,
"Sozialkundeunterricht,Politischer Unterricht,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN815800290","ger","1910","Präparationen für den Unterricht in Staats- und Bürgerkunde","Langensalza","Beltz","[]","Sozialkundeunterricht","Sekundarstufe 1","Ratgeber für deutsche Lehrer und Erzieher",,
"Sozialkundeunterricht,Politischer Unterricht,Deutschland,Lehrmittel,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN815317220","ger","1910","Deutsche Bürgerkunde","Leipzig","Voigtländer","[]","Sozialkundeunterricht","Lehrmittel",,,
"Sachunterricht,Grundschule,Deutschland,Schulbuch,Online-Publikation","http://gei-digital.gei.de/cms/ppnresolver/?PPN815223935","ger","1910","Fröhlicher Anschauungsunterricht in Stadt- und Landschulen","Langensalza","Schulbuchh. Greßler","[]","Sachunterricht","Grundschule",,,
"Realien,Berufsbildende Schule,Fortbildungsschule,Mädchenschule,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN799981656","ger","1910","Lehr- und Lesebuch für Fortbildungs- und Sonntagsschulen","Nürnberg","Korn",,"Realien","Berufliche Bildungsgänge",,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN799978825","ger","1910","Lesebuch für die Sonntagschulen der Pfalz","Zweibrücken","Kranzbühler","[]","Realien","Berufliche Bildungsgänge",,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN799339628","ger","1910","Präparationsstoffe für Fortbildungs- und Fachschulen","Langensalza","Schulbuchh. Greßler","[]","Realien","Berufliche Bildungsgänge",,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN799326747","ger","1910","Lese- und Lehrbuch für ländlich-gewerbliche Fortbildungsschulen","Leipzig [u.a.]","Teubner","[]","Realien","Berufliche Bildungsgänge",,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN79931191X","ger","1910","Lesebuch für ländliche Fortbildungsschulen","Wittenberg","Herrosé","[]","Realien","Berufliche Bildungsgänge",,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN792650344","ger","1910","Lesebuch für gewerbliche Fortbildungsschulen und verwandte Anstalten","München","Oldenbourg","[]","Realien","Berufliche Bildungsgänge",,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel","http://gei-digital.gei.de/cms/ppnresolver/?PPN792589483","ger","1910","Lesebuch für städtische und gewerbliche Fortbildungsschulen","Wittenberg","Herrosé","[]","Realien","Berufliche Bildungsgänge",,,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN792072057","ger","1910","Realienbuch für die katholischen Volksschulen Württembergs","Leutkirch","Bernklau","[]","Realien","Sekundarstufe 1",,,"Hauptschule"
"Realien,Sekundarstufe 1,Deutschland,Schulbuch","http://gei-digital.gei.de/cms/ppnresolver/?PPN791669912","ger","1910","Allgemeines Realienbuch","Berlin","Schnetter & Lindemeyer","[]","Realien","Sekundarstufe 1",,,
