RSWKTag,year,subject,publisher_city,publisher,schoollevel,id,title,language,schooltype,author
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Altenburg,Pierer,Sekundarstufe 2,GEIsb000019987,Auswahl deutscher Gedichte nach den nationalen metrischen Formen derselben,ger,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geographieunterricht,Harburg,Elkan,Sekundarstufe 1,GEIsb000006502,Leitfaden der Geographie für Mittelschulen und die Oberstufe der Volksschulen,ger,,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Stolp,Eschenhagen,Sekundarstufe 2,GEIsb000014794,Mittelhochdeutsches Lesebuch für höhere Lehranstalten,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geographieunterricht,Berlin,Weidmann,Sekundarstufe 1,GEIsb000008534,Leitfaden beim Unterrichte in der Geographie,ger,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geschichtsunterricht,Hannover,Hahn,Sekundarstufe 1,GEIsb1530008x010872,Lehrbuch der allgemeinen Geschichte für höhere Unterrichtsanstalten,,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Freiburg im Breisgau,Herder,Sekundarstufe 1,GEIsb000008499,Lesebuch für Mittel- und Oberklassen gehobener Mädchenschulen,ger,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Hannover,Hahn,Grundschule,GEIsb2010199x01872,,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,München,Königl. Central-Schulbücher-Verl.,Grundschule,GEIsb2010166x01872,,ger,,
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geschichtsunterricht,Langensalza,Greßler,Sekundarstufe 1,GEIsb2500017x03872,Geschichte des preußischen Staates,,Hauptschule,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1872,Geschichtsunterricht,Coblenz,Baedeker,Sekundarstufe 2,GEIsb1530001x03872,Die @neuere Zeit,,,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1872,Realien,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb000020505,Vaterländisches Lesebuch für die mehrklassige evangelische Volksschule Norddeutschlands,ger,Hauptschule,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geographieunterricht,Leipzig,Merseburger,Sekundarstufe 1,GEIsb000018152,Kurzgefaßtes Lehrbuch der Erdkunde,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geographieunterricht,Hannover,Hahn,Sekundarstufe 1,GEIsb000029880,Lehrbuch der Geographie für die mittleren und oberen Klassen höherer Bildungsanstalten sowie zum Selbststudium,ger,Gymnasium,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1872,Realien,Berlin,Oehmigke,Sekundarstufe 1,GEIsb000019822,"Wiederholungsbuch für den geographischen, geschichtlichen, naturkundlichen und deutschen Unterricht in Volks- und Bürgerschulen",ger,Hauptschule,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Bonn,Habicht,Sekundarstufe 1,GEIsb1140016x01872,Für die untern und mittlern Klassen,ger,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geschichtsunterricht,Gütersloh,Bertelsmann,Sekundarstufe 1,GEIsb000008711,Kurze Darstellung der deutschen Geschichte,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1884,Geschichtsunterricht,Leipzig,Teubner,Sekundarstufe 2,GEIsb1530013x0241x01884,,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1884,Erstleseunterricht,Hildesheim,Borgmeyer,Grundschule,GEIsb000016883,Deutsche Fibel,,,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Lahr,Schauenburg,Sekundarstufe 2,GEIsb2050064x03884,Für die zweite und erste Klasse der Gymnasien und Realschulen,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1884,Geschichtsunterricht,Oldenburg,Stalling,Sekundarstufe 1,GEIsb2450020x01884,Erzählungen aus der griechischen Geschichte,,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1884,Geschichtsunterricht,Oldenburg,Stalling,Sekundarstufe 1,GEIsb2450020x02884,Erzählungen aus der römischen Geschichte,,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1884,Geschichtsunterricht,Wiesbaden,Kunze,Sekundarstufe 2,GEIsb2530036x030884,Neuere Geschichte,,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1884,Geschichtsunterricht,Flensburg,Westphalen,k07,GEIsb000015932,Schleswig-Holstein in geographischen und geschichtlichen Bildern,ger,,
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1884,Geschichtsunterricht,Hannover,Helwing,Sekundarstufe 1,GEIsb000012339,Erzählungen aus der Weltgeschichte,,Realschule,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1884,Geschichtsunterricht,Erlangen,Deichert,Sekundarstufe 1,GEIsb000020487,Abriß der bayerischen Geschichte,,,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1884,Geschichtsunterricht,Berlin,Gaertner,Sekundarstufe 1,GEIsb000012252,"Geschichtstabellen für Seminare, höhere Mädchen- und Mittelschulen",,,
"Geografieunterricht,Deutschland,Lehrmittel",1884,Geographieunterricht,Osterwieck/Harz,Zickfeldt,k07,GEIsb000007356,Die @deutschen Ströme,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1884,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250014x021x02884,Die @außereuropäischen Erdteile,ger,Gymnasium,
"Geografieunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1884,Geographieunterricht,Leipzig,Brandstetter,k08,GEIsb000010616,Deutschland,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1884,Erstleseunterricht,Berlin,Stubenrauch,Grundschule,GEIsb000007976,Fibel nach praktischen Grundsätzen,,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Gießen,Roth,Grundschule,GEIsb2010082x02884,Lesebuch für Mittelklassen (2. - 4. Schuljahr),ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1884,Geschichtsunterricht,Berlin,Vahlen,Sekundarstufe 1,GEIsb000011953,Geschichte des deutschen Volkes,,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb000016713,Deutsches Lesebuch für die Bedürfnisse katholischer Volksschulen,ger,Gymnasium,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Freiburg im Breisgau,Herder,Sekundarstufe 2,GEIsb000012538,Mancherlei für Jung und Alt,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1884,Erstleseunterricht,Hildburghausen,Gadow,Grundschule,GEIsb000017464,Der @kleine Kinderfreund,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1884,Geschichtsunterricht,Berlin,Gaertner,Sekundarstufe 2,mus0006327,Quellenbuch zur Geschichte der Neuzeit,,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Hannover,Carl Meyer (Gustav Prior),Sekundarstufe 1,GEIsb2010417x02884,@,ger,Hauptschule,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Leipzig,Klinkhardt,Sekundarstufe 1,GEIsb2010002x07884,,ger,Hauptschule,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1884,Erstleseunterricht,Berlin,Hofmann,Grundschule,GEIsb2010111x01884,,,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb000015590,Deutsches Lesebuch für die Oberklassen höherer Mädchenschulen,ger,Gymnasium,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Leipzig,Brandstetter,Sekundarstufe 2,GEIsb1020001x06884,,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1884,Geschichtsunterricht,Coburg,Sendelbach,k07,GEIsb2600065x03884,@,,,
"Deutschunterricht,Lehrerbildungsanstalt,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Gotha,Thienemann,k08,GEIsb2160003x03884,Für die Mittelstufe der Lehrerseminare,ger,,
"Deutschunterricht,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Tauberbischofsheim,Lang,k07,GEIsb000008116,Lesebuch für den Unterricht in der Litteraturkunde zu dem Hülfsbuch von Bauer,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Breslau,Hirt,Grundschule,GEIsb2010013x02884,Lesebuch für das erste Kindesalter,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Dresden,Bleyl & Kaemmerer,Grundschule,GEIsb000009013,Lesebuch für das zweite Schuljahr,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1884,Erstleseunterricht,Berlin,Hofmann,Grundschule,GEIsb2010111x02884,,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1884,Erstleseunterricht,Osterwieck,Zickfeldt,Grundschule,GEIsb000014315,Deutsche Normal-Fibel,,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Hannover,Helwing,Grundschule,GEIsb2010426x02884,,ger,,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Leipzig,Bädeker,Sekundarstufe 2,GEIsb000009335,Deutsches Lesebuch für die oberen Klassen höherer Schulen,ger,,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Leipzig,Teubner,Grundschule,GEIsb2020031x01884,Unterstufe: Erster Kursus,ger,Gymnasium,
"Geografieunterricht,Deutschland,Lehrmittel",1884,Geographieunterricht,Leipzig,Spamer,k07,GEIsb2400048x08884,Bilder aus dem Gebirge und Berglande von Schlesien und den Ebenen in Posen von der Oder bis zur Weichsel,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1884,Geschichtsunterricht,Oldenburg,Stalling,Sekundarstufe 1,GEIsb2490051x01884,Erzählungen aus der Geschichte des Mittelalters in biographischer Form,,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Gießen,Roth,Grundschule,GEIsb2010080x03884,,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1884,Muttersprachlicher  Unterricht,Köln,DuMont-Schauberg,Sekundarstufe 1,GEIsb1050015x010884,"Zunächst für die unteren und mittleren Klassen der Gymnasien, mit Rücksicht auf schriftliche Arbeiten der Schüler",ger,Gymnasium,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1884,Geographieunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb000014425,Schulgeographie,,Gymnasium,
"Judentum,Predigtsammlung,Predigthilfe,Juden,Jüdische Erziehung,Jüdischer Religionsunterricht,Deutschland,Lehrmittel",1884,Religionsunterricht,Berlin,Driesner,,SBRT3135680,Predigten über das erste Buch Moses,ger,,Salomon Plessner
"Geschichtsunterricht,Deutschland,Lehrmittel",1884,Geschichtsunterricht,Leipzig,Freytag [u.a.],k07,,"Verschüttete Römerstädte, die Römer in den Provinzen, Lager und Soldatenleben, Religion und Philosophie, der Ausgang des römischen Weltreichs",ger,,
"Bayern,Deutschland,Fortbildungsschule,Präparandenanstalt,Volksschule,Lehrerfortbildung,Lehrmittel,Schulbuch,Verzeichnis",1883,u081,Ansbach,Selbstverl. des Hrsg.,Berufliche Bildungsgänge,,Systematische Zusammenstellung der gebilligten Lehrmittel im Königreich Bayern,ger,Lehrerbildungsanstalt,
"Historische Lyrik,Geschichtsunterricht,Sekundarstufe,Selbstunterricht,Deutschland,Lehrmittel",1883,Geschichtsunterricht,Leipzig,Berlin,Sekundarstufe 2,,Chronologisch geordnete Sammlung der schönsten historischen Dichtungen vom Auftreten des Großen Kurfürsten bis auf unsere Tage,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Leipzig,Brandstetter,Sekundarstufe 1,,@,ger,Gymnasium,
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geschichtsunterricht,München,Königl. Zentral-Schulbücher-Verl.,Sekundarstufe 1,GEIsb2480074x03883,,,Hauptschule,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Leipzig,Teubner,Sekundarstufe 1,GEIsb2100093x04883,@,ger,Gymnasium,
"Deutschunterricht,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Hannover,Helwing,Sekundarstufe 1,GEIsb2010426x03883,,ger,,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1883,Geschichtsunterricht,Hannover,Helwing,k08,GEIsb2550004x03883,"Neue, speciell preußische Geschichte",,,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1883,Geschichtsunterricht,Hannover,Helwing,k08,GEIsb2550004x02883,Mittlere und neue Geschichte bis 1648,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geschichtsunterricht,Leipzig,Kesselring,Sekundarstufe 1,GEIsb1490022x02883,Für den Unterricht in Mittelklassen berechnet,,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Würzburg,Stuber,Sekundarstufe 1,GEIsb2050093x051883,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Paderborn,Schöningh,Sekundarstufe 1,GEIsb2100072x010883,Für die untern und mittlern Klassen,ger,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1883,Geschichtsunterricht,Leipzig,Baedeker,Sekundarstufe 2,GEIsb1530001x02883,Das @Mittelalter,,,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Leipzig,Werner,Sekundarstufe 2,GEIsb000019534,Deutsches Lesebuch für obere Gymnasialklassen,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Gütersloh,Bertelsmann,Sekundarstufe 1,GEIsb2020020x02883,,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1883,Erstleseunterricht,Gotha,Perthes,Grundschule,GEIsb000021584,Fibel,,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Halle,Buchh. des Waisenhauses,Grundschule,GEIsb000022854,Norddeutsches Lesebuch,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geographieunterricht,Freiburg im Breisgau,Herder,Sekundarstufe 1,GEIsb000022414,Leitfaden bei dem Unterrichte in der vergleichenden Erdbeschreibung,,Gymnasium,
"Sachunterricht,Grundschule,Deutschland,Schulbuch",1883,Sachunterricht,Langensalza,Schulbuchh. Greßler,Grundschule,GEIsb000020618,Materialien für den Anschauungsunterricht,ger,,
"Geografieunterricht,Deutschland,Lehrmittel",1883,Geographieunterricht,Leipzig,Spamer,k07,GEIsb2400048x06883,Bilder aus dem westlichen Mitteldeutschland,ger,,
"Geografieunterricht,Deutschland,Lehrmittel",1883,Geographieunterricht,Leipzig,Spamer,k07,GEIsb2400048x07883,"Bilder aus dem sächsischen Berglande, der Oberlausitz und den Ebenen an der Elbe, Elster und Saale",ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1883,Geschichtsunterricht,Leipzig,Teubner,Sekundarstufe 2,GEIsb25300730x01883,,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1883,Erstleseunterricht,Würzburg,Stuber,Grundschule,GEIsb000007835,Stuber'sche Fibel für deutsche Schulen,,,
"Geografieunterricht,Deutschland,Lehrmittel",1883,Geographieunterricht,Straßburg,Trübner,k07,GEIsb2400087x04883,Physikalische Geographie,ger,,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geschichtsunterricht,Berlin,Hofmann,Sekundarstufe 1,GEIsb000006594,Geschichtsbilder aus der allgemeinen und vaterländischen Geschichte,,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1883,Geschichtsunterricht,Münster,Theissing,k07,GEIsb000011767,Geschichtstabellen,,,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geschichtsunterricht,Hannover,Hahn,Sekundarstufe 1,GEIsb000006676,Aus alten Zeiten,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1883,Geschichtsunterricht,Leipzig,Amelang,k07,GEIsb000018450,Der @Olymp oder Mythologie der Griechen und Römer,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geschichtsunterricht,Freiburg,Herder,Sekundarstufe 1,GEIsb1490011x03883,Geschichte der Neuzeit,,Gymnasium,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1883,Realien,Berlin,Hofmann,Sekundarstufe 1,GEIsb000017772,Illustriertes Realienbuch,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1883,Geschichtsunterricht,Leipzig,Engelmann,Sekundarstufe 2,GEIsb1530005x01883,,,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1883,Geschichtsunterricht,Gießen,Roth,k07,GEIsb000017077,Kurze Geschichte von Hessen,,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Leipzig,Teubner,Sekundarstufe 1,GEIsb2020031x04883,Mittelstufe: Zweiter Kursus,ger,Gymnasium,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geographieunterricht,Wiesbaden,Kunze,Sekundarstufe 1,GEIsb000022864,Theodor Schachts @Schulgeographie,ger,Gymnasium,
"Deutschunterricht,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Leipzig,Klinkhardt,Sekundarstufe 1,GEIsb20103030x051x02883,,ger,,
"Deutschunterricht,Lehrerbildungsanstalt,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Gotha,Thienemann,k08,GEIsb2160003x04883,Für die Oberstufe der Seminare und zur Weiterbildung für Lehrer,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1883,Erstleseunterricht,Altenburg,Pierer,Grundschule,GEIsb000032662,Neue Schreib-Lese-Fibel,,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geographieunterricht,Freiburg im Breisgau,Herder,Sekundarstufe 1,GEIsb000019833,Leitfaden bei dem Unterrichte in der vergleichenden Erdbeschreibung,,Gymnasium,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250001x020883,Kleine Schul-Geographie,,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1883,Erstleseunterricht,München,Königl. Zentral-Schulbücher-Verl.,Grundschule,GEIsb2010485x01883,,,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,München,Königl. Central-Schulbücher-Verl.,Sekundarstufe 1,GEIsb2060087x02883,,ger,Hauptschule,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geographieunterricht,Leipzig,Ed. Peters Verl.,Sekundarstufe 1,GEIsb000015643,Kleine Geographie für Elementarschulen,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geschichtsunterricht,Berlin,Schultze,Sekundarstufe 1,GEIsb000022503,Geschichtsauszug für die mittleren Klassen höherer Lehranstalten,,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1883,Geschichtsunterricht,Wiesbaden,Kunze,Sekundarstufe 2,GEIsb000018303,Historisches Hilfsbuch für die oberen Klassen der Gymnasien und Realschulen,,,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1883,Realien,Regensburg,Pustet,Sekundarstufe 1,GEIsb2850015x03883,,ger,Hauptschule,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1883,Geschichtsunterricht,Berlin,Gaertner,Sekundarstufe 2,GEIsb000013838,Geschichtstabellen für höhere Schulen,,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1883,Geschichtsunterricht,Leipzig,Engelmann,Sekundarstufe 2,GEIsb1530005x02883,,,,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1883,Realien,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb000017640,Vaterländisches Lesebuch für die mehrklassige evangelische Volksschule Norddeutschlands,ger,Hauptschule,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geschichtsunterricht,Münster,Coppenrath,Sekundarstufe 1,GEIsb2490031x02883,Geschichte des Mittelalters,ger,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Leipzig,Klinkhardt,Grundschule,GEIsb2010303x021x01883,,ger,,
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1883,Geschichtsunterricht,München,Königl. Zentral-Schulbücher-Verl.,Sekundarstufe 1,GEIsb2470011x03883,Die @neue Zeit,,Realschule,
"Realien,Grundschule,Deutschland,Schulbuch",1883,Realien,Altenburg,Bonde,Grundschule,GEIsb1010005x02883,Für Mittelklassen,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Berlin,Grote,Sekundarstufe 1,GEIsb2050005x01883,,ger,Gymnasium,
"Deutschunterricht,Lehrerbildungsanstalt,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Gotha,Thienemann,k08,GEIsb2160003x02883,Für die Unterstufe der Lehrerseminare,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Berlin,Grote,Sekundarstufe 1,GEIsb2050005x02883,,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1883,Erstleseunterricht,Leipzig,Amelang,Grundschule,GEIsb2010079x01883,,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1883,Erstleseunterricht,Neustadt-Leipzig,Henze,Grundschule,GEIsb2010032x02883,,,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Detmold,Meyer,Sekundarstufe 1,GEIsb000009041,Lesebuch für die Oberklasse der Elementarschulen im Fürstentum Lippe,ger,Hauptschule,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1883,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2010150x031x01883,Lesebuch für die mittlere Stufe,ger,Hauptschule,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geschichtsunterricht,Münster,Coppenrath,Sekundarstufe 1,GEIsb1490004x02872,Geschichte des Mittelalters,,Gymnasium,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1872,Realien,Essen,Bädeker,Sekundarstufe 1,GEIsb000016620,Lehr- und Lesebuch oder die Vaterlands- und Weltkunde,ger,Hauptschule,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1872,Geschichtsunterricht,Paderborn,Schöningh,Sekundarstufe 2,GEIsb2530085x03872,Die @neuere Zeit,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geschichtsunterricht,Hildburghausen,Nonne,Sekundarstufe 1,GEIsb1490022x01872,Für den Unterricht in Unterklassen berechnet,,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geschichtsunterricht,Heidelberg,Weiß,Sekundarstufe 1,GEIsb000020025,Der @erste geschichtliche Unterricht,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geschichtsunterricht,Münster,Coppenrath,Sekundarstufe 1,GEIsb1490004x01872,Die @Alte Geschichte,,Gymnasium,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Leipzig,Engelmann,Sekundarstufe 2,stac0049979,Themata zu deutschen Ausarbeitungen für reifere Gymnasial-Schüler,ger,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geographieunterricht,Leipzig,Barth,Sekundarstufe 1,GEIsb2280037x01872,Deutsches Land,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geographieunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb000011156,Leitfaden für den Unterricht in der Geographie,ger,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1872,Geschichtsunterricht,Freiburg im Breisgau,Herder,k07,GEIsb000033864,Lehrbuch der Weltgeschichte für Schulen,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1872,Geschichtsunterricht,Leipzig,Teubner,Sekundarstufe 2,GEIsb1530012x01872,,,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Gütersloh,Bertelsmann,Sekundarstufe 1,GEIsb2020020x02872,,ger,Gymnasium,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Köln,DuMont-Schauberg,Sekundarstufe 2,GEIsb10500150x02872,Handbuch für den deutschen Unterricht in den oberen Klassen der Gymnasien,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Hannover,Hahn,Grundschule,GEIsb2010204x0872,,ger,,
